"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"47-02","","226","2795","1619","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","159","20","410"
"47-02","","226","2795","1619","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","1","2","15"
"47-02","","226","2795","1619","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","5","1","23"
"47-02","","226","2795","1619","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","208","37","730"
"47-02","","226","2795","1619","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","179","35","661"
"47-02","","226","2795","1619","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","191","23","499"
"47-02","","226","2795","1619","1","4","US Representative, Dist 2","","9","(R) CROWLEY, Kawika","REP","C","117","14","296"
"47-02","","226","2795","1619","1","4","US Representative, Dist 2","","10","(D) GABBARD, Tulsi","DEM","C","234","43","814"
"47-02","","226","2795","1619","1","19","State Senator, Dist 23","","39","(D) HEE, Clayton","DEM","C","179","27","640"
"47-02","","226","2795","1619","1","19","State Senator, Dist 23","","40","(R) MEYER, Colleen","REP","C","174","29","465"
"47-02","","226","2795","1619","1","51","State Representative, Dist 47","","105","(D) BEIRNE, D. Ululani","DEM","C","153","31","591"
"47-02","","226","2795","1619","1","51","State Representative, Dist 47","","106","(R) FALE, Richard","REP","C","183","20","466"
"47-02","","226","2795","1619","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","81","18","224"
"47-02","","226","2795","1619","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","51","12","245"
"47-02","","226","2795","1619","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","31","5","120"
"47-02","","226","2795","1619","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","26","4","122"
"47-02","","226","2795","1619","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","2","1","24"
"47-02","","226","2795","1619","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","4","0","2"
"47-02","","226","2795","1619","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","19","3","71"
"47-02","","226","2795","1619","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","15","4","32"
"47-02","","226","2795","1619","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","16","6","81"
"47-02","","226","2795","1619","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","18","4","44"
"47-02","","226","2795","1619","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","1","0","13"
"47-02","","226","2795","1619","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","11","1","34"
"47-02","","226","2795","1619","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","9","3","35"
"47-02","","226","2795","1619","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","15","3","38"
"47-02","","226","2795","1619","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","130","27","448"
"47-02","","226","2795","1619","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","18","4","123"
"47-02","","226","2795","1619","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","84","11","174"
"47-02","","226","2795","1619","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","41","12","158"
"47-02","","226","2795","1619","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","13","0","33"
"47-02","","226","2795","1619","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","8","5","35"
"47-02","","226","2795","1619","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","41","5","172"
"47-02","","226","2795","1619","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","7","2","32"
"47-02","","226","2795","1619","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","18","5","57"
"47-02","","226","2795","1619","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","15","3","51"
"47-02","","226","2795","1619","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","20","3","52"
"47-02","","226","2795","1619","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","22","7","73"
"47-02","","226","2795","1619","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","23","4","129"
"47-02","","226","2795","1619","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","42","4","112"
"47-02","","226","2795","1619","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","147","30","403"
"47-02","","226","2795","1619","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","215","28","726"
"47-02","","226","2795","1619","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","188","26","511"
"47-02","","226","2795","1619","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","118","20","361"
"47-02","","226","2795","1619","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","158","33","563"
"47-02","","226","2795","1619","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","181","21","474"
"47-02","","226","2795","1619","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","181","31","556"
"47-02","","226","2795","1619","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","159","21","478"
"47-02","","226","2795","1619","1","88","HONOLULU: Relating to Grants in Aid   ","","214","YES","","C","143","30","646"
"47-02","","226","2795","1619","1","88","HONOLULU: Relating to Grants in Aid   ","","215","NO","","C","191","22","395"
"47-02","","226","2795","1619","1","89","HONOLULU: Relating to the Creation of Funds   ","","216","YES","","C","193","38","616"
"47-02","","226","2795","1619","1","89","HONOLULU: Relating to the Creation of Funds   ","","217","NO","","C","138","14","398"
"47-03","","227","3465","2005","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","178","41","1103"
"47-03","","227","3465","2005","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","3","1","15"
"47-03","","227","3465","2005","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","2","0","6"
"47-03","","227","3465","2005","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","139","31","482"
"47-03","","227","3465","2005","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","142","28","475"
"47-03","","227","3465","2005","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","177","43","1115"
"47-03","","227","3465","2005","1","4","US Representative, Dist 2","","9","(R) CROWLEY, Kawika","REP","C","115","30","639"
"47-03","","227","3465","2005","1","4","US Representative, Dist 2","","10","(D) GABBARD, Tulsi","DEM","C","194","41","875"
"47-03","","227","3465","2005","1","19","State Senator, Dist 23","","39","(D) HEE, Clayton","DEM","C","141","33","617"
"47-03","","227","3465","2005","1","19","State Senator, Dist 23","","40","(R) MEYER, Colleen","REP","C","169","38","925"
"47-03","","227","3465","2005","1","51","State Representative, Dist 47","","105","(D) BEIRNE, D. Ululani","DEM","C","94","23","339"
"47-03","","227","3465","2005","1","51","State Representative, Dist 47","","106","(R) FALE, Richard","REP","C","209","47","1229"
"47-03","","227","3465","2005","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","105","27","488"
"47-03","","227","3465","2005","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","72","21","521"
"47-03","","227","3465","2005","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","31","4","139"
"47-03","","227","3465","2005","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","51","15","414"
"47-03","","227","3465","2005","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","11","2","33"
"47-03","","227","3465","2005","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","2","0","17"
"47-03","","227","3465","2005","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","12","2","107"
"47-03","","227","3465","2005","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","16","0","39"
"47-03","","227","3465","2005","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","18","5","94"
"47-03","","227","3465","2005","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","6","4","48"
"47-03","","227","3465","2005","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","5","0","6"
"47-03","","227","3465","2005","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","5","5","51"
"47-03","","227","3465","2005","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","42","8","94"
"47-03","","227","3465","2005","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","14","2","74"
"47-03","","227","3465","2005","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","165","40","855"
"47-03","","227","3465","2005","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","34","9","239"
"47-03","","227","3465","2005","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","88","15","322"
"47-03","","227","3465","2005","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","65","14","424"
"47-03","","227","3465","2005","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","8","3","41"
"47-03","","227","3465","2005","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","15","5","82"
"47-03","","227","3465","2005","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","24","8","82"
"47-03","","227","3465","2005","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","5","2","51"
"47-03","","227","3465","2005","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","24","4","200"
"47-03","","227","3465","2005","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","22","1","41"
"47-03","","227","3465","2005","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","15","6","79"
"47-03","","227","3465","2005","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","33","4","137"
"47-03","","227","3465","2005","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","51","11","206"
"47-03","","227","3465","2005","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","39","16","255"
"47-03","","227","3465","2005","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","201","47","890"
"47-03","","227","3465","2005","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","109","24","636"
"47-03","","227","3465","2005","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","160","42","824"
"47-03","","227","3465","2005","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","120","22","527"
"47-03","","227","3465","2005","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","136","42","870"
"47-03","","227","3465","2005","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","163","22","578"
"47-03","","227","3465","2005","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","178","40","790"
"47-03","","227","3465","2005","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","125","27","660"
"47-03","","227","3465","2005","1","88","HONOLULU: Relating to Grants in Aid   ","","214","YES","","C","163","38","937"
"47-03","","227","3465","2005","1","88","HONOLULU: Relating to Grants in Aid   ","","215","NO","","C","133","28","508"
"47-03","","227","3465","2005","1","89","HONOLULU: Relating to the Creation of Funds   ","","216","YES","","C","195","41","854"
"47-03","","227","3465","2005","1","89","HONOLULU: Relating to the Creation of Funds   ","","217","NO","","C","107","27","573"
"47-04","","228","5040","2773","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","237","79","991"
"47-04","","228","5040","2773","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","3","3","19"
"47-04","","228","5040","2773","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","10","4","21"
"47-04","","228","5040","2773","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","391","135","869"
"47-04","","228","5040","2773","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","341","120","797"
"47-04","","228","5040","2773","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","294","99","1068"
"47-04","","228","5040","2773","1","4","US Representative, Dist 2","","9","(R) CROWLEY, Kawika","REP","C","169","57","645"
"47-04","","228","5040","2773","1","4","US Representative, Dist 2","","10","(D) GABBARD, Tulsi","DEM","C","442","161","1163"
"47-04","","228","5040","2773","1","19","State Senator, Dist 23","","39","(D) HEE, Clayton","DEM","C","320","124","859"
"47-04","","228","5040","2773","1","19","State Senator, Dist 23","","40","(R) MEYER, Colleen","REP","C","308","93","961"
"47-04","","228","5040","2773","1","51","State Representative, Dist 47","","105","(D) BEIRNE, D. Ululani","DEM","C","269","105","682"
"47-04","","228","5040","2773","1","51","State Representative, Dist 47","","106","(R) FALE, Richard","REP","C","319","109","1136"
"47-04","","228","5040","2773","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","183","78","610"
"47-04","","228","5040","2773","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","129","49","509"
"47-04","","228","5040","2773","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","49","26","160"
"47-04","","228","5040","2773","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","108","49","399"
"47-04","","228","5040","2773","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","15","7","55"
"47-04","","228","5040","2773","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","11","6","21"
"47-04","","228","5040","2773","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","36","21","120"
"47-04","","228","5040","2773","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","34","6","72"
"47-04","","228","5040","2773","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","43","13","168"
"47-04","","228","5040","2773","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","21","6","75"
"47-04","","228","5040","2773","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","4","6","11"
"47-04","","228","5040","2773","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","16","7","65"
"47-04","","228","5040","2773","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","38","8","117"
"47-04","","228","5040","2773","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","18","3","73"
"47-04","","228","5040","2773","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","327","125","1046"
"47-04","","228","5040","2773","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","48","26","200"
"47-04","","228","5040","2773","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","203","71","467"
"47-04","","228","5040","2773","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","82","46","339"
"47-04","","228","5040","2773","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","18","1","48"
"47-04","","228","5040","2773","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","29","8","130"
"47-04","","228","5040","2773","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","66","27","180"
"47-04","","228","5040","2773","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","16","2","52"
"47-04","","228","5040","2773","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","32","8","134"
"47-04","","228","5040","2773","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","36","11","73"
"47-04","","228","5040","2773","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","35","11","117"
"47-04","","228","5040","2773","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","73","23","183"
"47-04","","228","5040","2773","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","64","37","284"
"47-04","","228","5040","2773","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","88","43","328"
"47-04","","228","5040","2773","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","322","109","941"
"47-04","","228","5040","2773","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","310","108","846"
"47-04","","228","5040","2773","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","315","94","837"
"47-04","","228","5040","2773","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","240","106","720"
"47-04","","228","5040","2773","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","303","136","1008"
"47-04","","228","5040","2773","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","288","80","693"
"47-04","","228","5040","2773","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","324","116","885"
"47-04","","228","5040","2773","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","270","100","816"
"47-04","","228","5040","2773","1","88","HONOLULU: Relating to Grants in Aid   ","","214","YES","","C","339","129","1065"
"47-04","","228","5040","2773","1","88","HONOLULU: Relating to Grants in Aid   ","","215","NO","","C","257","85","645"
"47-04","","228","5040","2773","1","89","HONOLULU: Relating to the Creation of Funds   ","","216","YES","","C","355","123","1017"
"47-04","","228","5040","2773","1","89","HONOLULU: Relating to the Creation of Funds   ","","217","NO","","C","233","83","676"
"48-01","","229","3198","2076","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","209","61","384"
"48-01","","229","3198","2076","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","2","2","14"
"48-01","","229","3198","2076","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","6","0","11"
"48-01","","229","3198","2076","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","433","172","772"
"48-01","","229","3198","2076","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","376","151","679"
"48-01","","229","3198","2076","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","266","85","489"
"48-01","","229","3198","2076","1","4","US Representative, Dist 2","","9","(R) CROWLEY, Kawika","REP","C","144","45","272"
"48-01","","229","3198","2076","1","4","US Representative, Dist 2","","10","(D) GABBARD, Tulsi","DEM","C","488","187","867"
"48-01","","229","3198","2076","1","19","State Senator, Dist 23","","39","(D) HEE, Clayton","DEM","C","314","123","600"
"48-01","","229","3198","2076","1","19","State Senator, Dist 23","","40","(R) MEYER, Colleen","REP","C","319","110","548"
"48-01","","229","3198","2076","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","167","86","343"
"48-01","","229","3198","2076","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","98","45","253"
"48-01","","229","3198","2076","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","50","18","119"
"48-01","","229","3198","2076","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","88","47","218"
"48-01","","229","3198","2076","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","5","2","11"
"48-01","","229","3198","2076","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","12","3","19"
"48-01","","229","3198","2076","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","40","15","72"
"48-01","","229","3198","2076","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","49","7","62"
"48-01","","229","3198","2076","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","31","20","95"
"48-01","","229","3198","2076","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","11","16","41"
"48-01","","229","3198","2076","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","6","1","1"
"48-01","","229","3198","2076","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","20","6","44"
"48-01","","229","3198","2076","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","19","10","49"
"48-01","","229","3198","2076","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","16","4","35"
"48-01","","229","3198","2076","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","266","126","600"
"48-01","","229","3198","2076","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","43","11","96"
"48-01","","229","3198","2076","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","198","85","333"
"48-01","","229","3198","2076","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","110","44","249"
"48-01","","229","3198","2076","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","8","8","26"
"48-01","","229","3198","2076","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","21","10","42"
"48-01","","229","3198","2076","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","64","23","118"
"48-01","","229","3198","2076","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","15","10","42"
"48-01","","229","3198","2076","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","24","10","68"
"48-01","","229","3198","2076","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","34","7","45"
"48-01","","229","3198","2076","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","35","14","92"
"48-01","","229","3198","2076","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","54","28","109"
"48-01","","229","3198","2076","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","46","18","129"
"48-01","","229","3198","2076","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","76","40","163"
"48-01","","229","3198","2076","1","64","Mayor, City and County of Honolulu","","149","CALDWELL, Kirk","","C","329","117","490"
"48-01","","229","3198","2076","1","64","Mayor, City and County of Honolulu","","150","CAYETANO, Benjamin J.","","C","312","120","660"
"48-01","","229","3198","2076","1","65","Prosecuting Attorney, City and County of Honolulu","","151","KANESHIRO, Keith M.","","C","314","105","525"
"48-01","","229","3198","2076","1","65","Prosecuting Attorney, City and County of Honolulu","","152","TAKATA, Kevin K.","","C","283","114","511"
"48-01","","229","3198","2076","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","284","118","595"
"48-01","","229","3198","2076","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","305","101","493"
"48-01","","229","3198","2076","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","320","122","564"
"48-01","","229","3198","2076","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","280","95","513"
"48-01","","229","3198","2076","1","88","HONOLULU: Relating to Grants in Aid   ","","214","YES","","C","301","124","627"
"48-01","","229","3198","2076","1","88","HONOLULU: Relating to Grants in Aid   ","","215","NO","","C","291","101","456"
"48-01","","229","3198","2076","1","89","HONOLULU: Relating to the Creation of Funds   ","","216","YES","","C","316","132","634"
"48-01","","229","3198","2076","1","89","HONOLULU: Relating to the Creation of Funds   ","","217","NO","","C","272","88","440"
"48-02","","230","1262","813","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","58","30","143"
"48-02","","230","1262","813","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","3","0","3"
"48-02","","230","1262","813","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","1","1","3"
"48-02","","230","1262","813","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","178","66","326"
"48-02","","230","1262","813","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","161","53","273"
"48-02","","230","1262","813","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","76","42","197"
"48-02","","230","1262","813","1","4","US Representative, Dist 2","","9","(R) CROWLEY, Kawika","REP","C","36","22","105"
"48-02","","230","1262","813","1","4","US Representative, Dist 2","","10","(D) GABBARD, Tulsi","DEM","C","200","70","353"
"48-02","","230","1262","813","1","19","State Senator, Dist 23","","39","(D) HEE, Clayton","DEM","C","140","50","298"
"48-02","","230","1262","813","1","19","State Senator, Dist 23","","40","(R) MEYER, Colleen","REP","C","90","45","163"
"48-02","","230","1262","813","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","77","29","140"
"48-02","","230","1262","813","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","26","18","110"
"48-02","","230","1262","813","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","19","9","44"
"48-02","","230","1262","813","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","23","21","85"
"48-02","","230","1262","813","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","5","0","12"
"48-02","","230","1262","813","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","10","1","6"
"48-02","","230","1262","813","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","16","8","26"
"48-02","","230","1262","813","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","16","3","28"
"48-02","","230","1262","813","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","19","2","40"
"48-02","","230","1262","813","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","7","4","19"
"48-02","","230","1262","813","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","2","1","1"
"48-02","","230","1262","813","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","7","3","15"
"48-02","","230","1262","813","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","10","2","19"
"48-02","","230","1262","813","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","4","2","16"
"48-02","","230","1262","813","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","113","47","243"
"48-02","","230","1262","813","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","11","10","37"
"48-02","","230","1262","813","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","85","25","148"
"48-02","","230","1262","813","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","28","20","86"
"48-02","","230","1262","813","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","2","2","6"
"48-02","","230","1262","813","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","4","3","23"
"48-02","","230","1262","813","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","33","10","42"
"48-02","","230","1262","813","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","8","2","18"
"48-02","","230","1262","813","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","7","8","35"
"48-02","","230","1262","813","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","13","3","12"
"48-02","","230","1262","813","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","15","9","30"
